Ceremony Year	Film	Award	Director	Director Birth Year
1995	The Lion King	Academy Award for Best Original Score	Rob Minkoff	1962
1995	The Madness of King George	Academy Award for Best Production Design	Nicholas Hytner	1956
1995	Tim Chappel	Academy Award for Best Costume Design		
1995	Tim Rice	Academy Award for Best Original Song		
1995	Tom Hanks	Academy Award for Best Actor		
1995	Trevor	Academy Award for Best Live Action Short Film	Peggy Rajski	1953
1995	Ve Neill	Academy Award for Best Makeup and Hairstyling		
1995	Wendy Finerman	Academy Award for Best Picture		
1995	Will McCown	Scientific and Engineering Award		
1995	Yolanda Toussieng	Academy Award for Best Makeup and Hairstyling		
1996	A Close Shave	Academy Award for Best Animated Short Film	Nick Park	1958
1996	Alan Ladd Jr.	Academy Award for Best Picture		
1996	Alan Menken	Academy Award for Best Original Musical or Comedy Score		
1996	Alan Menken	Academy Award for Best Original Song		
1996	Alan and Marilyn Bergman	Academy Award for Best Original Song		
1996	Anne Frank Remembered	Academy Award for Best Documentary Feature Film	Jon Blair	1950
1996	Antonia's Line	Academy Award for Best International Feature Film	Marleen Gorris	1948
1996	Apollo 13	Academy Award for Best Film Editing	Ron Howard	1954
1996	Apollo 13	Academy Award for Best Sound	Ron Howard	1954
1996	Babe	Academy Award for Best Visual Effects	Chris Noonan	1952
1996	Braveheart	Academy Award for Best Cinematography	Mel Gibson	1956
1996	Braveheart	Academy Award for Best Director	Mel Gibson	1956
1996	Braveheart	Academy Award for Best Makeup and Hairstyling	Mel Gibson	1956
1996	Braveheart	Academy Award for Best Picture	Mel Gibson	1956
1996	Braveheart	Academy Award for Best Sound Editing	Mel Gibson	1956
1996	Bruce Davey	Academy Award for Best Picture		
1996	Charles Gibson	Academy Award for Best Visual Effects		
1996	Christine Lahti	Academy Award for Best Live Action Short Film		
1996	Christopher McQuarrie	Academy Award for Best Writing, Original Screenplay		
1996	Chuck Jones	Academy Honorary Award		
1996	Colors of the Wind	Academy Award for Best Original Song		
1996	Daniel P. Hanley	Academy Award for Best Film Editing		
1996	David MacMillan	Academy Award for Best Sound		
1996	David Ruhoff	Academy Award for Technical Achievement		
1996	Dead Man Walking	Academy Award for Best Actress	Tim Robbins	1958
1996	Donald C. Rogers	Gordon E. Sawyer Award		
1996	Douglas S. Kay	Academy Award for Technical Achievement		
1996	Emma Thompson	Academy Award for Best Writing, Adapted Screenplay		
1996	Eugenio Zanetti	Academy Award for Best Production Design		
1996	Il Postino: The Postman	Academy Award for Best Original Dramatic Score	Michael Radford	1946
1996	James Acheson	Academy Award for Best Costume Design		
1996	Jana Sue Memel	Academy Award for Best Live Action Short Film		
1996	Joe Finnegan	Academy Award for Technical Achievement		
1996	John Cox	Academy Award for Best Visual Effects		
1996	John Lasseter	Special Achievement Academy Award		
1996	Kary Antholis	Academy Award for Best Documentary (Short Subject)		
1996	Kevin Spacey	Academy Award for Best Supporting Actor		
1996	Leaving Las Vegas	Academy Award for Best Actor	Mike Figgis	1948
1996	Lieberman in Love	Academy Award for Best Live Action Short Film	Christine Lahti	1950
1996	Lois Burwell	Academy Award for Best Makeup and Hairstyling		
1996	Lon Bender	Academy Award for Best Sound Editing		
1996	Luis Bacalov	Academy Award for Best Original Dramatic Score		
1996	Mel Gibson	Academy Award for Best Director		
1996	Mel Gibson	Academy Award for Best Picture		
1996	Michelle Feraud	Academy Award for Technical Achievement		
1996	Mighty Aphrodite	Academy Award for Best Supporting Actress	Woody Allen	1935
1996	Mike Hill	Academy Award for Best Film Editing		
1996	Mira Sorvino	Academy Award for Best Supporting Actress		
1996	Neal Scanlan	Academy Award for Best Visual Effects		
1996	Nick Park	Academy Award for Best Animated Short Film		
1996	Nicolas Cage	Academy Award for Best Actor		
1996	One Survivor Remembers	Academy Award for Best Documentary (Short Subject)	Kary Antholis	1962
1996	Paul Pattison	Academy Award for Best Makeup and Hairstyling		
1996	Per Hallberg	Academy Award for Best Sound Editing		
1996	Peter Frampton	Academy Award for Best Makeup and Hairstyling		
1996	Pocahontas	Academy Award for Best Original Musical or Comedy Score	Eric Goldberg	1955
1996	Pocahontas	Academy Award for Best Original Musical or Comedy Score	Mike Gabriel	1954
1996	Q585668	Academy Award for Best Cinematography		
1996	Restoration	Academy Award for Best Costume Design	Michael Hoffman	1956
1996	Restoration	Academy Award for Best Production Design	Michael Hoffman	1956
1996	Rick Dior	Academy Award for Best Sound		
1996	Ron Goodman	Scientific and Engineering Award		
1996	Scott E. Anderson	Academy Award for Best Visual Effects		
1996	Scott Millan	Academy Award for Best Sound		
1996	Sense and Sensibility	Academy Award for Best Writing, Adapted Screenplay	Ang Lee	1954
1996	Stephen Schwartz	Academy Award for Best Original Musical or Comedy Score		
1996	Stephen Schwartz	Academy Award for Best Original Song		
1996	Steve Pederson	Academy Award for Best Sound		
1996	Steve Sass	Scientific and Engineering Award		
1996	Susan Sarandon	Academy Award for Best Actress		
1996	The Usual Suspects	Academy Award for Best Supporting Actor	Bryan Singer	1965
1996	The Usual Suspects	Academy Award for Best Writing, Original Screenplay	Bryan Singer	1965
1997	Andrew Lloyd Webber	Academy Award for Best Original Song		
1997	Ann Roth	Academy Award for Best Costume Design		
1997	Anthony Minghella	Academy Award for Best Director		
1997	Barry Jossen	Academy Award for Best Live Action Short Film		
1997	Billy Bob Thornton	Academy Award for Best Writing, Adapted Screenplay		
1997	Breathing Lessons: The Life and Work of Mark O'Brien	Academy Award for Best Documentary (Short Subject)	Jessica Yu	1966
1997	Brian Knep	Scientific and Engineering Award		
1997	Bruce Stambler	Academy Award for Best Sound Editing		
1997	Burton Stone	John A. Bonner Medal of Commendation		
1997	Chris Newman	Academy Award for Best Sound		
1997	Christian Rouet	Academy Award for Technical Achievement		
1997	Clay Pinney	Academy Award for Best Visual Effects		
1997	Cuba Gooding Jr.	Academy Award for Best Supporting Actor		
1997	David Frankel	Academy Award for Best Live Action Short Film		
1997	David LeRoy Anderson	Academy Award for Best Makeup and Hairstyling		
1997	David Parker	Academy Award for Best Sound		
1997	David Sonenberg	Academy Award for Best Documentary Feature Film		
1997	Dear Diary	Academy Award for Best Live Action Short Film	David Frankel	1959
1997	Douglas Smith	Academy Award for Best Visual Effects		
1997	Emma	Academy Award for Best Original Musical Score	Douglas McGrath	1958
1997	Emma	Academy Award for Best Original Musical or Comedy Score	Douglas McGrath	1958
1997	Ethan Coen	Academy Award for Best Writing, Original Screenplay		
1997	Fargo	Academy Award for Best Actress	Joel Coen	1954
1997	Fargo	Academy Award for Best Actress	Ethan Coen	1957
1997	Fargo	Academy Award for Best Writing, Original Screenplay	Joel Coen	1954
1997	Fargo	Academy Award for Best Writing, Original Screenplay	Ethan Coen	1957
1997	Florian Kainz	Academy Award for Technical Achievement		
1997	Frances McDormand	Academy Award for Best Actress		
1997	Gabriel Yared	Academy Award for Best Original Dramatic Score		
1997	Geoffrey Rush	Academy Award for Best Actor		
1997	Independence Day	Academy Award for Best Visual Effects	Roland Emmerich	1955
1997	Jeffery Yost	Academy Award for Technical Achievement		
1997	Jerry Maguire	Academy Award for Best Supporting Actor	Cameron Crowe	1957
1997	Jessica Yu	Academy Award for Best Documentary (Short Subject)		
1997	Jim Hourihan	Scientific and Engineering Award		
1997	Joe Lombardi	Academy Award of Commendation		
1997	Joe Viskocil	Academy Award for Best Visual Effects		
1997	Joel Coen	Academy Award for Best Writing, Original Screenplay		
1997	John Schlag	Scientific and Engineering Award		
1997	John Seale	Academy Award for Best Cinematography		
1997	Juliette Binoche	Academy Award for Best Supporting Actress		
1997	Ken Perlin	Academy Award for Technical Achievement		
1997	Kolya	Academy Award for Best International Feature Film	Jan Svěrák	1965
1997	Leon Gast	Academy Award for Best Documentary Feature Film		
1997	Marceli Wein	Academy Award for Technical Achievement		
1997	Mark Berger	Academy Award for Best Sound		
1997	Michael Kidd	Academy Honorary Award		
1997	Nestor Burtnyk	Academy Award for Technical Achievement		
1997	Q131632324	Scientific and Engineering Award		
1997	Quest	Academy Award for Best Animated Short Film	Tyron Montgomery	1967
1997	Rachel Portman	Academy Award for Best Original Musical Score		
1997	Rick Baker	Academy Award for Best Makeup and Hairstyling		
1997	Rick Sayre	Academy Award for Technical Achievement		
1997	Saul Zaentz	Academy Award for Best Picture		
1997	Shine	Academy Award for Best Actor	Scott Hicks	1953
1997	Sling Blade	Academy Award for Best Writing, Adapted Screenplay	Billy Bob Thornton	1955
1997	Stephenie McMillan	Academy Award for Best Production Design		
1997	Stuart Craig	Academy Award for Best Production Design		
1997	The English Patient	Academy Award for Best Cinematography	Anthony Minghella	1954
1997	The English Patient	Academy Award for Best Costume Design	Anthony Minghella	1954
1997	The English Patient	Academy Award for Best Director	Anthony Minghella	1954
1997	The English Patient	Academy Award for Best Film Editing	Anthony Minghella	1954
1997	The English Patient	Academy Award for Best Original Dramatic Score	Anthony Minghella	1954
1997	The English Patient	Academy Award for Best Picture	Anthony Minghella	1954
1997	The English Patient	Academy Award for Best Production Design	Anthony Minghella	1954
1997	The English Patient	Academy Award for Best Sound	Anthony Minghella	1954
1997	The English Patient	Academy Award for Best Supporting Actress	Anthony Minghella	1954
1997	The Ghost and the Darkness	Academy Award for Best Sound Editing	Stephen Hopkins	1958
1997	The Nutty Professor	Academy Award for Best Makeup and Hairstyling	Tom Shadyac	1958
1997	Thomas Stellmach	Academy Award for Best Animated Short Film		
1997	Tim Rice	Academy Award for Best Original Song		
1997	Tyron Montgomery	Academy Award for Best Animated Short Film		
1997	Volker Bahnemann	John A. Bonner Medal of Commendation		
1997	Volker Engel	Academy Award for Best Visual Effects		
1997	Walter Murch	Academy Award for Best Film Editing		
1997	Walter Murch	Academy Award for Best Sound		
1997	When We Were Kings	Academy Award for Best Documentary Feature Film	Leon Gast	1936
1997	You Must Love Me	Academy Award for Best Original Song		
1997	Zoran Kacic-Alesic	Scientific and Engineering Award		
1998	A Story of Healing	Academy Award for Best Documentary (Short Subject)	Donna Dewey	
1998	Anne Dudley	Academy Award for Best Original Musical or Comedy Score		
1998	Arri	Academy Scientific and Technical Award		
1998	As Good as It Gets	Academy Award for Best Actor	James L. Brooks	1940
1998	As Good as It Gets	Academy Award for Best Actress	James L. Brooks	1940
1998	Ben Affleck	Academy Award for Best Writing, Original Screenplay		
1998	Bill Kovacs	Scientific and Engineering Award		
1998	Bob Weitz	Academy Award for Technical Achievement		
1998	Brian Helgeland	Academy Award for Best Writing, Adapted Screenplay		
1998	Carl Rosendahl	Academy Award for Technical Achievement		
1998	Carol Pasternak	Academy Award for Best Documentary (Short Subject)		
1998	Character	Academy Award for Best International Feature Film	Mike van Diem	1959
1998	Chris Donahue	Academy Award for Best Live Action Short Film		
1998	Chris Tashima	Academy Award for Best Live Action Short Film		
1998	Christopher Boyes	Academy Award for Best Sound Editing		
1998	Craig Reynolds	Scientific and Engineering Award		
1998	Curtis Hanson	Academy Award for Best Writing, Adapted Screenplay		
1998	David LeRoy Anderson	Academy Award for Best Makeup and Hairstyling		
1998	Deborah Lynn Scott	Academy Award for Best Costume Design		
1998	Donna Dewey	Academy Award for Best Documentary (Short Subject)		
1998	Eben Fiske Ostby	Scientific and Engineering Award		
1998	Gary Rydstrom	Academy Award for Best Sound		
1998	Gary Summers	Academy Award for Best Sound		
1998	Geri's Game	Academy Award for Best Animated Short Film	Jan Pinkava	1963
1998	Glenn Entis	Academy Award for Technical Achievement		
1998	Good Will Hunting	Academy Award for Best Supporting Actor	Gus Van Sant	1952
1998	Good Will Hunting	Academy Award for Best Writing, Original Screenplay	Gus Van Sant	1952
1998	Greg Hermanovic	Academy Award for Technical Achievement		
1998	Helen Hunt	Academy Award for Best Actress		
1998	Jack Nicholson	Academy Award for Best Actor		
1998	James Cameron	Academy Award for Best Director		
1998	James Cameron	Academy Award for Best Film Editing		
1998	James Cameron	Academy Award for Best Picture		
1998	James Horner	Academy Award for Best Original Dramatic Score		
1998	James Horner	Academy Award for Best Original Song		
1998	Jan Pinkava	Academy Award for Best Animated Short Film		
1998	Jim Frazier	Academy Award for Technical Achievement		
1998	Jim Keating	Academy Award for Technical Achievement		
1998	Jon Landau	Academy Award for Best Picture		
1998	Kim Basinger	Academy Award for Best Supporting Actress		
1998	L.A. Confidential	Academy Award for Best Supporting Actress	Curtis Hanson	1945
1998	L.A. Confidential	Academy Award for Best Writing, Adapted Screenplay	Curtis Hanson	1945
1998	Mark Lasoff	Academy Award for Best Visual Effects		
1998	Mark Ulano	Academy Award for Best Sound		
1998	Matt Damon	Academy Award for Best Writing, Original Screenplay		
1998	Men in Black	Academy Award for Best Makeup and Hairstyling	Barry Sonnenfeld	1953
1998	Michael D. Ford	Academy Award for Best Production Design		
1998	Michael Kanfer	Academy Award for Best Visual Effects		
1998	Michael Wahrman	Academy Award for Technical Achievement		
1998	My Heart Will Go On	Academy Award for Best Original Song		
1998	Panavision	Academy Scientific and Technical Award		
1998	Peter Lamont	Academy Award for Best Production Design		
1998	Phil Cory	Academy Award for Technical Achievement		
1998	Q1126713	Academy Award for Best Film Editing		
1998	Richard A. Harris	Academy Award for Best Film Editing		
